pose_id,pose_name,category,mode,view,canvas,yaw,pitch,bbox_x,bbox_y,bbox_w,bbox_h,clipped,occupation_pct,silhouette_pct,margin_top,margin_bottom,margin_left,margin_right
chair-lean-forward,"Chair Lean",seated,avatar,90/0,160x180,90,0,64.2,18.4,60.5,88.1,0,18.5,24.8,18.4,73.5,64.2,35.3
chair-lean-forward,"Chair Lean",seated,avatar,45/0,160x180,45,0,58.3,18.4,65.7,88.1,0,20.1,30.7,18.4,73.5,58.3,36.0
chair-lean-forward,"Chair Lean",seated,skeleton,0/0,160x180,0,0,50.1,18.4,59.8,88.1,0,18.3,48.3,18.4,73.5,50.1,50.1
chair-lean-forward,"Chair Lean",seated,skeleton,90/0,160x180,90,0,64.2,18.4,60.5,88.1,0,18.5,47.1,18.4,73.5,64.2,35.3
chair-lean-forward,"Chair Lean",seated,skeleton,45/0,160x180,45,0,58.3,18.4,65.7,88.1,0,20.1,47.7,18.4,73.5,58.3,36.0
chair-lean-forward,"Chair Lean",seated,ghost,0/0,160x180,0,0,50.1,18.4,59.8,88.1,0,18.3,44.7,18.4,73.5,50.1,50.1
chair-lean-forward,"Chair Lean",seated,ghost,90/0,160x180,90,0,64.2,18.4,60.5,88.1,0,18.5,44.9,18.4,73.5,64.2,35.3
chair-lean-forward,"Chair Lean",seated,ghost,45/0,160x180,45,0,58.3,18.4,65.7,88.1,0,20.1,45.4,18.4,73.5,58.3,36.0
table-elbow-single,"Table Elbow Single",lean-seat,avatar,0/0,160x180,0,0,40.6,15.9,92.9,97.6,0,31.5,28.2,15.9,66.6,40.6,26.5
table-elbow-single,"Table Elbow Single",lean-seat,avatar,90/0,160x180,90,0,51.8,15.9,76.5,97.6,0,25.9,25.4,15.9,66.6,51.8,31.7
table-elbow-single,"Table Elbow Single",lean-seat,avatar,45/0,160x180,45,0,53.1,15.9,85.5,97.6,0,29.0,26.1,15.9,66.6,53.1,21.4
table-elbow-single,"Table Elbow Single",lean-seat,skeleton,0/0,160x180,0,0,40.6,15.9,92.9,97.6,0,31.5,48.3,15.9,66.6,40.6,26.5
table-elbow-single,"Table Elbow Single",lean-seat,skeleton,90/0,160x180,90,0,51.8,15.9,76.5,97.6,0,25.9,47.1,15.9,66.6,51.8,31.7
table-elbow-single,"Table Elbow Single",lean-seat,skeleton,45/0,160x180,45,0,53.1,15.9,85.5,97.6,0,29.0,47.7,15.9,66.6,53.1,21.4
table-elbow-single,"Table Elbow Single",lean-seat,ghost,0/0,160x180,0,0,40.6,15.9,92.9,97.6,0,31.5,38.0,15.9,66.6,40.6,26.5
table-elbow-single,"Table Elbow Single",lean-seat,ghost,90/0,160x180,90,0,51.8,15.9,76.5,97.6,0,25.9,42.6,15.9,66.6,51.8,31.7
table-elbow-single,"Table Elbow Single",lean-seat,ghost,45/0,160x180,45,0,53.1,15.9,85.5,97.6,0,29.0,44.5,15.9,66.6,53.1,21.4
couple-embrace,"Close Embrace",couple,avatar,0/0,160x180,0,0,26.8,18.3,96.8,141.0,0,47.4,16.6,18.3,20.7,26.8,36.5
couple-embrace,"Close Embrace",couple,avatar,90/0,160x180,90,0,61.5,18.3,50.1,141.0,0,24.5,9.7,18.3,20.7,61.5,48.4
couple-embrace,"Close Embrace",couple,avatar,45/0,160x180,45,0,35.8,18.3,81.8,141.0,0,40.0,14.8,18.3,20.7,35.8,42.4
couple-embrace,"Close Embrace",couple,skeleton,0/0,160x180,0,0,26.8,18.3,96.8,141.0,0,47.4,48.3,18.3,20.7,26.8,36.5
couple-embrace,"Close Embrace",couple,skeleton,90/0,160x180,90,0,61.5,18.3,50.1,141.0,0,24.5,47.1,18.3,20.7,61.5,48.4
couple-embrace,"Close Embrace",couple,skeleton,45/0,160x180,45,0,35.8,18.3,81.8,141.0,0,40.0,47.7,18.3,20.7,35.8,42.4
couple-embrace,"Close Embrace",couple,ghost,0/0,160x180,0,0,26.8,18.3,96.8,141.0,0,47.4,36.8,18.3,20.7,26.8,36.5
couple-embrace,"Close Embrace",couple,ghost,90/0,160x180,90,0,61.5,18.3,50.1,141.0,0,24.5,36.0,18.3,20.7,61.5,48.4
couple-embrace,"Close Embrace",couple,ghost,45/0,160x180,45,0,35.8,18.3,81.8,141.0,0,40.0,36.8,18.3,20.7,35.8,42.4
wheelchair-arms,"Arms Expressive",accessible,avatar,0/0,160x180,0,0,6.1,15.5,125.9,108.2,0,47.3,15.5,15.5,56.3,6.1,28.0
wheelchair-arms,"Arms Expressive",accessible,avatar,90/0,160x180,90,0,64.2,15.5,73.5,108.2,0,27.6,15.0,15.5,56.3,64.2,22.3
wheelchair-arms,"Arms Expressive",accessible,avatar,45/0,160x180,45,0,26.2,15.5,105.5,108.2,0,39.6,20.9,15.5,56.3,26.2,28.2
wheelchair-arms,"Arms Expressive",accessible,skeleton,0/0,160x180,0,0,6.1,15.5,125.9,108.2,0,47.3,48.3,15.5,56.3,6.1,28.0
wheelchair-arms,"Arms Expressive",accessible,skeleton,90/0,160x180,90,0,64.2,15.5,73.5,108.2,0,27.6,47.1,15.5,56.3,64.2,22.3
wheelchair-arms,"Arms Expressive",accessible,skeleton,45/0,160x180,45,0,26.2,15.5,105.5,108.2,0,39.6,47.7,15.5,56.3,26.2,28.2
wheelchair-arms,"Arms Expressive",accessible,ghost,0/0,160x180,0,0,6.1,15.5,125.9,108.2,0,47.3,32.1,15.5,56.3,6.1,28.0
wheelchair-arms,"Arms Expressive",accessible,ghost,90/0,160x180,90,0,64.2,15.5,73.5,108.2,0,27.6,40.1,15.5,56.3,64.2,22.3
wheelchair-arms,"Arms Expressive",accessible,ghost,45/0,160x180,45,0,26.2,15.5,105.5,108.2,0,39.6,36.2,15.5,56.3,26.2,28.2
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,avatar,0/0,160x180,0,0,27.1,17.2,97.4,142.0,0,48.0,16.3,17.2,20.8,27.1,35.5
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,avatar,90/0,160x180,90,0,61.8,17.2,55.5,142.0,0,27.4,10.4,17.2,20.8,61.8,42.7
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,avatar,45/0,160x180,45,0,43.9,17.2,79.4,142.0,0,39.2,14.5,17.2,20.8,43.9,36.7
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,skeleton,0/0,160x180,0,0,27.1,17.2,97.4,142.0,0,48.0,48.3,17.2,20.8,27.1,35.5
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,skeleton,90/0,160x180,90,0,61.8,17.2,55.5,142.0,0,27.4,47.1,17.2,20.8,61.8,42.7
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,skeleton,45/0,160x180,45,0,43.9,17.2,79.4,142.0,0,39.2,47.7,17.2,20.8,43.9,36.7
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,ghost,0/0,160x180,0,0,27.1,17.2,97.4,142.0,0,48.0,36.4,17.2,20.8,27.1,35.5
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,ghost,90/0,160x180,90,0,61.8,17.2,55.5,142.0,0,27.4,36.3,17.2,20.8,61.8,42.7
fashion-strong-silhouette-cape,"Strong Silhouette Cape Hold",fashion,ghost,45/0,160x180,45,0,43.9,17.2,79.4,142.0,0,39.2,36.4,17.2,20.8,43.9,36.7
power-stance,"Power Stance",standing,avatar,0/0,70x70,0,0,5.3,-6.3,57.9,79.1,1,93.5,17.0,-6.3,-2.8,5.3,6.8
power-stance,"Power Stance",standing,avatar,0/0,92x80,0,0,14.3,-5.0,61.7,85.9,1,72.0,14.6,-5.0,-0.9,14.3,16.0
power-stance,"Power Stance",standing,avatar,0/0,110x150,0,0,17.3,19.1,73.0,106.2,0,47.0,23.7,19.1,24.7,17.3,19.7
power-stance,"Power Stance",standing,avatar,0/0,140x180,0,0,26.3,23.1,84.2,126.6,0,42.3,19.7,23.1,30.3,26.3,29.4
power-stance,"Power Stance",standing,avatar,0/0,160x180,0,0,32.3,15.9,91.8,140.1,0,44.7,16.2,15.9,24.0,32.3,35.9
power-stance,"Power Stance",standing,avatar,0/0,200x280,0,0,44.4,51.3,106.8,167.3,0,31.9,19.2,51.3,61.5,44.4,48.8
power-stance,"Power Stance",standing,avatar,0/0,430x932,0,0,113.6,293.4,193.3,323.3,0,15.6,14.4,293.4,315.3,113.6,123.1
soft-sit,"Soft Sit",seated,avatar,0/0,70x70,0,0,4.9,-5.4,64.2,56.6,1,74.2,20.1,-5.4,18.8,4.9,0.9
soft-sit,"Soft Sit",seated,avatar,0/0,92x80,0,0,13.8,-4.0,68.9,60.2,1,56.3,26.0,-4.0,23.8,13.8,9.3
soft-sit,"Soft Sit",seated,avatar,0/0,110x150,0,0,16.7,20.5,82.9,70.9,0,35.6,18.7,20.5,58.6,16.7,10.5
soft-sit,"Soft Sit",seated,avatar,0/0,140x180,0,0,25.5,24.9,96.8,81.6,0,31.4,19.4,24.9,73.5,25.5,17.6
soft-sit,"Soft Sit",seated,avatar,0/0,160x180,0,0,31.4,17.9,106.1,88.8,0,32.7,21.8,17.9,73.4,31.4,22.4
soft-sit,"Soft Sit",seated,avatar,0/0,200x280,0,0,43.2,53.8,124.8,103.1,0,23.0,16.5,53.8,123.1,43.2,32.0
soft-sit,"Soft Sit",seated,avatar,0/0,430x932,0,0,111.1,298.8,231.9,185.3,0,10.7,9.1,298.8,447.9,111.1,86.9
both-knees,"Both Knees",kneeling,avatar,0/0,70x70,0,0,7.1,-6.5,52.1,81.3,1,86.4,21.0,-6.5,-4.8,7.1,10.8
both-knees,"Both Knees",kneeling,avatar,0/0,92x80,0,0,16.4,-5.2,55.0,88.4,1,66.0,17.1,-5.2,-3.2,16.4,20.6
both-knees,"Both Knees",kneeling,avatar,0/0,110x150,0,0,20.2,18.7,63.8,109.7,0,42.4,25.3,18.7,21.5,20.2,26.0
both-knees,"Both Knees",kneeling,avatar,0/0,140x180,0,0,30.1,22.7,72.5,131.0,0,37.7,20.3,22.7,26.3,30.1,37.4
both-knees,"Both Knees",kneeling,avatar,0/0,160x180,0,0,36.6,15.4,78.4,145.2,0,39.5,16.4,15.4,19.4,36.6,45.0
both-knees,"Both Knees",kneeling,avatar,0/0,200x280,0,0,49.7,50.6,90.1,173.6,0,27.9,18.9,50.6,55.7,49.7,60.2
both-knees,"Both Knees",kneeling,avatar,0/0,430x932,0,0,125.1,292.1,157.3,337.0,0,13.2,21.0,292.1,303.0,125.1,147.6
starfish,"Starfish",reclining,avatar,0/0,70x70,0,0,-2.5,17.0,77.1,52.9,1,83.2,33.9,17.0,0.1,-2.5,-4.6
starfish,"Starfish",reclining,avatar,0/0,92x80,0,0,5.4,21.6,83.6,55.9,0,63.5,45.7,21.6,2.4,5.4,3.0
starfish,"Starfish",reclining,avatar,0/0,110x150,0,0,5.0,55.7,103.1,65.1,0,40.6,40.9,55.7,29.2,5.0,1.9
starfish,"Starfish",reclining,avatar,0/0,140x180,0,0,10.7,69.7,122.6,74.2,0,36.1,37.9,69.7,36.1,10.7,6.7
starfish,"Starfish",reclining,avatar,0/0,160x180,0,0,14.5,69.1,135.6,80.3,0,37.8,35.2,69.1,30.6,14.5,9.9
starfish,"Starfish",reclining,avatar,0/0,200x280,0,0,22.1,117.8,161.6,92.4,0,26.7,35.3,117.8,69.7,22.1,16.3
starfish,"Starfish",reclining,avatar,0/0,430x932,0,0,65.7,436.5,311.1,162.4,0,12.6,35.4,436.5,333.1,65.7,53.3
leap-forward,"Leap Forward",dynamic,avatar,0/0,70x70,0,0,13.0,-5.9,43.9,79.3,1,71.0,14.7,-5.9,-3.4,13.0,13.0
leap-forward,"Leap Forward",dynamic,avatar,0/0,92x80,0,0,23.2,-4.5,45.7,86.1,1,53.4,12.7,-4.5,-1.6,23.2,23.2
leap-forward,"Leap Forward",dynamic,avatar,0/0,110x150,0,0,29.5,19.8,51.0,106.5,0,32.9,20.8,19.8,23.7,29.5,29.5
leap-forward,"Leap Forward",dynamic,avatar,0/0,140x180,0,0,41.9,24.0,56.2,126.9,0,28.3,17.1,24.0,29.1,41.9,41.9
leap-forward,"Leap Forward",dynamic,avatar,0/0,160x180,0,0,50.1,16.9,59.8,140.5,0,29.2,14.0,16.9,22.6,50.1,50.1
leap-forward,"Leap Forward",dynamic,avatar,0/0,200x280,0,0,66.6,52.5,66.8,167.8,0,20.0,16.6,52.5,59.7,66.6,66.6
leap-forward,"Leap Forward",dynamic,avatar,0/0,430x932,0,0,161.4,296.1,107.3,324.4,0,8.7,19.1,296.1,311.6,161.4,161.4
face-touch,"Face Touch",eccentric,avatar,0/0,70x70,0,0,6.2,-5.2,59.2,79.7,1,96.2,24.7,-5.2,-4.5,6.2,4.7
face-touch,"Face Touch",eccentric,avatar,0/0,92x80,0,0,15.3,-3.7,63.1,86.5,1,74.2,21.0,-3.7,-2.9,15.3,13.6
face-touch,"Face Touch",eccentric,avatar,0/0,110x150,0,0,18.7,20.9,74.9,107.1,0,48.6,31.1,20.9,22.0,18.7,16.4
face-touch,"Face Touch",eccentric,avatar,0/0,140x180,0,0,28.1,25.5,86.7,127.7,0,44.0,24.3,25.5,26.8,28.1,25.2
face-touch,"Face Touch",eccentric,avatar,0/0,160x180,0,0,34.4,18.5,94.6,141.5,0,46.5,19.1,18.5,20.0,34.4,31.0
face-touch,"Face Touch",eccentric,avatar,0/0,200x280,0,0,47.0,54.6,110.3,168.9,0,33.3,22.4,54.6,56.5,47.0,42.7
face-touch,"Face Touch",eccentric,avatar,0/0,430x932,0,0,119.1,300.5,200.9,326.9,0,16.4,14.3,300.5,304.6,119.1,110.0
